chromosome,HindIII fragment,chromosome,HindIII fragment,sequence frequency,P value,Q value
2,245669,11,425480,25,"3,17E-10","1,64E-07"
2,245669,11,428720,10,"1,73E-08","3,62E-06"
2,245669,11,432446,19,"3,17E-10","1,64E-07"
2,245669,11,436187,12,"4,01E-10","1,64E-07"
2,245669,11,438697,28,"3,17E-10","1,64E-07"
2,245669,11,440620,6,"2,03E-04","8,01E-03"
2,245669,11,441676,30,"3,17E-10","1,64E-07"
2,245669,11,443622,37,"3,17E-10","1,64E-07"
2,245669,11,445703,37,"3,17E-10","1,64E-07"
2,245669,11,448290,20,"3,17E-10","1,64E-07"
2,245669,11,450832,14,"3,17E-10","1,64E-07"
2,245669,11,451393,19,"3,17E-10","1,64E-07"
2,245669,11,451947,10,"1,73E-08","3,62E-06"
2,245669,11,453167,11,"1,56E-09","4,62E-07"
2,245669,11,461330,14,"3,17E-10","1,64E-07"
2,245669,11,470139,25,"3,17E-10","1,64E-07"
2,245669,11,476064,13,"3,22E-10","1,64E-07"
2,245669,11,477884,38,"3,17E-10","1,64E-07"
2,245669,11,481783,28,"3,17E-10","1,64E-07"
2,245669,11,485728,17,"3,17E-10","1,64E-07"
2,245669,11,488199,10,"1,73E-08","3,62E-06"
2,245669,11,502846,8,"2,34E-06","2,23E-04"
2,245669,11,506966,10,"1,73E-08","3,62E-06"
2,245669,11,513861,9,"2,10E-07","3,01E-05"
2,245669,11,523235,10,"1,73E-08","3,62E-06"
2,245669,11,536460,6,"2,03E-04","8,01E-03"
2,245669,11,607667,8,"2,34E-06","2,23E-04"
2,248006,11,423520,7,"1,12E-06","4,06E-04"
2,248006,11,441676,10,"1,03E-09","1,91E-06"
2,248006,11,448290,7,"1,12E-06","4,06E-04"
2,248006,11,477884,7,"1,12E-06","4,06E-04"
2,250086,11,320814,7,"2,32E-05","1,44E-03"
2,250086,11,322487,7,"2,32E-05","1,44E-03"
2,250086,11,349059,7,"2,32E-05","1,44E-03"
2,250086,11,374049,13,"3,22E-10","1,64E-07"
2,250086,11,375380,6,"1,56E-05","2,87E-03"
2,250086,11,381305,9,"2,10E-07","3,01E-05"
2,250086,11,387698,9,"2,10E-07","3,01E-05"
2,250086,11,391861,8,"7,14E-08","4,74E-05"
2,250086,11,405938,10,"1,73E-08","3,62E-06"
2,250086,11,411399,11,"1,56E-09","4,62E-07"
2,250086,11,416251,12,"4,01E-10","1,64E-07"
2,250086,11,419776,11,"1,56E-09","4,62E-07"
2,250086,11,421758,24,"3,17E-10","1,64E-07"
2,250086,11,423520,9,"2,10E-07","3,01E-05"
2,250086,11,425480,30,"3,17E-10","1,64E-07"
2,250086,11,428720,6,"2,03E-04","8,01E-03"
2,250086,11,432446,20,"3,17E-10","1,64E-07"
2,250086,11,436187,7,"2,32E-05","1,44E-03"
2,250086,11,438697,9,"2,10E-07","3,01E-05"
2,250086,11,440620,10,"1,03E-09","1,91E-06"
2,250086,11,441676,13,"3,22E-10","1,64E-07"
2,250086,11,443622,27,"3,17E-10","1,64E-07"
2,250086,11,445703,12,"4,01E-10","1,64E-07"
2,250086,11,448290,22,"3,17E-10","1,64E-07"
2,250086,11,450313,8,"7,14E-08","4,74E-05"
2,250086,11,451393,15,"3,17E-10","1,64E-07"
2,250086,11,451947,11,"1,56E-09","4,62E-07"
2,250086,11,453167,9,"2,10E-07","3,01E-05"
2,250086,11,470139,13,"3,22E-10","1,64E-07"
2,250086,11,474477,8,"7,14E-08","4,74E-05"
2,250086,11,476064,15,"3,17E-10","1,64E-07"
2,250086,11,477884,26,"3,17E-10","1,64E-07"
2,250086,11,481783,15,"3,17E-10","1,64E-07"
2,250086,11,488199,12,"4,01E-10","1,64E-07"
2,250086,11,506966,9,"2,10E-07","3,01E-05"
2,250086,11,521360,6,"2,03E-04","8,01E-03"
2,250086,11,536460,8,"2,34E-06","2,23E-04"
2,250086,11,541370,7,"2,32E-05","1,44E-03"
2,250086,11,550465,6,"2,03E-04","8,01E-03"
2,250086,11,552074,7,"2,32E-05","1,44E-03"
2,250086,11,573168,7,"2,32E-05","1,44E-03"
2,250086,11,578012,6,"1,56E-05","2,87E-03"
2,250086,11,602048,8,"7,14E-08","4,74E-05"
2,250086,11,640866,6,"2,03E-04","8,01E-03"
2,251864,11,287174,9,"2,10E-07","3,01E-05"
2,251864,11,405938,7,"2,32E-05","1,44E-03"
2,251864,11,408901,8,"7,14E-08","4,74E-05"
2,251864,11,411399,6,"2,03E-04","8,01E-03"
2,251864,11,421758,11,"1,56E-09","4,62E-07"
2,251864,11,423520,10,"1,73E-08","3,62E-06"
2,251864,11,425480,9,"2,10E-07","3,01E-05"
2,251864,11,432446,11,"1,56E-09","4,62E-07"
2,251864,11,436187,7,"2,32E-05","1,44E-03"
2,251864,11,438697,9,"2,10E-07","3,01E-05"
2,251864,11,441676,7,"1,12E-06","4,06E-04"
2,251864,11,443622,15,"3,17E-10","1,64E-07"
2,251864,11,445703,7,"2,32E-05","1,44E-03"
2,251864,11,448290,11,"1,56E-09","4,62E-07"
2,251864,11,451393,6,"2,03E-04","8,01E-03"
2,251864,11,476064,9,"2,10E-07","3,01E-05"
2,251864,11,477884,15,"3,17E-10","1,64E-07"
2,251864,11,481783,6,"2,03E-04","8,01E-03"
2,251864,11,485728,6,"2,03E-04","8,01E-03"
2,251864,11,506966,6,"2,03E-04","8,01E-03"
2,251864,11,513861,10,"1,73E-08","3,62E-06"
2,251864,11,536460,11,"1,56E-09","4,62E-07"
2,251864,11,541370,6,"2,03E-04","8,01E-03"
2,259259,11,423520,8,"7,14E-08","4,74E-05"
2,259259,11,432446,6,"1,56E-05","2,87E-03"
2,259259,11,436187,9,"4,80E-09","5,47E-06"
2,259259,11,441676,7,"1,12E-06","4,06E-04"
2,259259,11,448290,6,"1,56E-05","2,87E-03"
2,259259,11,476064,6,"1,56E-05","2,87E-03"
2,259259,11,481783,7,"1,12E-06","4,06E-04"
2,266271,11,411399,6,"1,56E-05","2,87E-03"
2,266271,11,450313,8,"7,14E-08","4,74E-05"
2,266271,11,481783,8,"7,14E-08","4,74E-05"
2,268119,11,106395,9,"2,10E-07","3,01E-05"
2,268119,11,320814,8,"2,34E-06","2,23E-04"
2,268119,11,334159,8,"7,14E-08","4,74E-05"
2,268119,11,359589,9,"2,10E-07","3,01E-05"
2,268119,11,381305,11,"1,56E-09","4,62E-07"
2,268119,11,391861,6,"2,03E-04","8,01E-03"
2,268119,11,401280,8,"2,34E-06","2,23E-04"
2,268119,11,405938,8,"2,34E-06","2,23E-04"
2,268119,11,408272,6,"1,56E-05","2,87E-03"
2,268119,11,408901,10,"1,73E-08","3,62E-06"
2,268119,11,411399,19,"3,17E-10","1,64E-07"
2,268119,11,416251,6,"2,03E-04","8,01E-03"
2,268119,11,419776,6,"2,03E-04","8,01E-03"
2,268119,11,421758,16,"3,17E-10","1,64E-07"
2,268119,11,423520,15,"3,17E-10","1,64E-07"
2,268119,11,425480,14,"3,17E-10","1,64E-07"
2,268119,11,432446,13,"3,22E-10","1,64E-07"
2,268119,11,436187,6,"2,03E-04","8,01E-03"
2,268119,11,441676,10,"1,03E-09","1,91E-06"
2,268119,11,443622,17,"3,17E-10","1,64E-07"
2,268119,11,445703,6,"2,03E-04","8,01E-03"
2,268119,11,448290,7,"2,32E-05","1,44E-03"
2,268119,11,451947,11,"1,56E-09","4,62E-07"
2,268119,11,453167,7,"2,32E-05","1,44E-03"
2,268119,11,470139,8,"2,34E-06","2,23E-04"
2,268119,11,476064,9,"2,10E-07","3,01E-05"
2,268119,11,477884,25,"3,17E-10","1,64E-07"
2,268119,11,481783,25,"3,17E-10","1,64E-07"
2,268119,11,485728,8,"2,34E-06","2,23E-04"
2,268119,11,506966,7,"1,12E-06","4,06E-04"
2,268119,11,513861,11,"1,56E-09","4,62E-07"
2,268119,11,519016,6,"2,03E-04","8,01E-03"
2,268119,11,539085,6,"1,56E-05","2,87E-03"
2,268119,11,578012,6,"2,03E-04","8,01E-03"
2,268119,11,588452,6,"2,03E-04","8,01E-03"
2,268119,11,597426,8,"2,34E-06","2,23E-04"
2,268119,11,610607,7,"2,32E-05","1,44E-03"
2,269734,11,425480,8,"7,14E-08","4,74E-05"
2,269734,11,453167,7,"1,12E-06","4,06E-04"
2,269734,11,502846,8,"7,14E-08","4,74E-05"
2,271446,11,228956,8,"2,34E-06","2,23E-04"
2,271446,11,240067,6,"2,03E-04","8,01E-03"
2,271446,11,334159,9,"2,10E-07","3,01E-05"
2,271446,11,366209,6,"1,56E-05","2,87E-03"
2,271446,11,369458,7,"2,32E-05","1,44E-03"
2,271446,11,387698,6,"2,03E-04","8,01E-03"
2,271446,11,425480,6,"2,03E-04","8,01E-03"
2,271446,11,432446,6,"2,03E-04","8,01E-03"
2,271446,11,443622,6,"2,03E-04","8,01E-03"
2,271446,11,470139,7,"2,32E-05","1,44E-03"
2,271446,11,481783,7,"2,32E-05","1,44E-03"
2,271446,11,506966,6,"2,03E-04","8,01E-03"
2,271446,11,541370,6,"2,03E-04","8,01E-03"
2,271446,11,578012,7,"2,32E-05","1,44E-03"
2,273716,11,334159,7,"2,32E-05","1,44E-03"
2,273716,11,366209,6,"2,03E-04","8,01E-03"
2,273716,11,369458,15,"3,17E-10","1,64E-07"
2,273716,11,381305,10,"1,73E-08","3,62E-06"
2,273716,11,416251,6,"2,03E-04","8,01E-03"
2,273716,11,432446,9,"2,10E-07","3,01E-05"
2,273716,11,445703,6,"2,03E-04","8,01E-03"
2,273716,11,448290,8,"2,34E-06","2,23E-04"
2,273716,11,451393,8,"2,34E-06","2,23E-04"
2,273716,11,476064,6,"2,03E-04","8,01E-03"
2,273716,11,477884,14,"3,17E-10","1,64E-07"
2,273716,11,481783,13,"3,22E-10","1,64E-07"
2,273716,11,485728,10,"1,73E-08","3,62E-06"
2,273716,11,488199,8,"2,34E-06","2,23E-04"
2,273716,11,498362,6,"2,03E-04","8,01E-03"
2,273716,11,506966,10,"1,73E-08","3,62E-06"
2,273716,11,513861,6,"1,56E-05","2,87E-03"
2,273716,11,523235,7,"2,32E-05","1,44E-03"
2,273716,11,541370,6,"2,03E-04","8,01E-03"
2,273716,11,553570,7,"2,32E-05","1,44E-03"
2,273716,11,588452,6,"2,03E-04","8,01E-03"
2,273716,11,626765,7,"2,32E-05","1,44E-03"
2,273716,11,629139,7,"2,32E-05","1,44E-03"
2,274863,11,283170,6,"1,56E-05","2,87E-03"
2,274863,11,450313,6,"2,03E-04","8,01E-03"
2,276214,11,41231,7,"2,32E-05","1,44E-03"
2,276214,11,94676,8,"2,34E-06","2,23E-04"
2,276214,11,197283,6,"1,56E-05","2,87E-03"
2,276214,11,240067,10,"1,73E-08","3,62E-06"
2,276214,11,372250,6,"1,56E-05","2,87E-03"
2,276214,11,401280,8,"7,14E-08","4,74E-05"
2,276214,11,408901,10,"1,73E-08","3,62E-06"
2,276214,11,411399,12,"4,01E-10","1,64E-07"
2,276214,11,419776,6,"2,03E-04","8,01E-03"
2,276214,11,421758,9,"2,10E-07","3,01E-05"
2,276214,11,423520,9,"2,10E-07","3,01E-05"
2,276214,11,425480,13,"3,22E-10","1,64E-07"
2,276214,11,441676,7,"1,12E-06","4,06E-04"
2,276214,11,443622,6,"2,03E-04","8,01E-03"
2,276214,11,445703,9,"2,10E-07","3,01E-05"
2,276214,11,451393,9,"2,10E-07","3,01E-05"
2,276214,11,451947,10,"1,73E-08","3,62E-06"
2,276214,11,470139,6,"2,03E-04","8,01E-03"
2,276214,11,474477,10,"1,03E-09","1,91E-06"
2,276214,11,477884,10,"1,73E-08","3,62E-06"
2,276214,11,481783,8,"2,34E-06","2,23E-04"
2,276214,11,485728,6,"2,03E-04","8,01E-03"
2,276214,11,488199,6,"2,03E-04","8,01E-03"
2,276214,11,506966,10,"1,73E-08","3,62E-06"
2,276214,11,516959,8,"2,34E-06","2,23E-04"
2,276214,11,523235,6,"2,03E-04","8,01E-03"
2,276214,11,536460,10,"1,73E-08","3,62E-06"
2,276214,11,578012,6,"2,03E-04","8,01E-03"
2,276214,11,640866,7,"1,12E-06","4,06E-04"
2,276214,11,647992,6,"2,03E-04","8,01E-03"
2,277559,11,17884,6,"2,03E-04","8,01E-03"
2,277559,11,369458,10,"1,73E-08","3,62E-06"
2,277559,11,372250,7,"2,32E-05","1,44E-03"
2,277559,11,405938,8,"2,34E-06","2,23E-04"
2,277559,11,419776,8,"2,34E-06","2,23E-04"
2,277559,11,423520,8,"2,34E-06","2,23E-04"
2,277559,11,428720,7,"2,32E-05","1,44E-03"
2,277559,11,448290,12,"4,01E-10","1,64E-07"
2,277559,11,477884,6,"2,03E-04","8,01E-03"
2,277559,11,506966,8,"2,34E-06","2,23E-04"
2,278991,11,26380,7,"2,32E-05","1,44E-03"
2,278991,11,228956,7,"2,32E-05","1,44E-03"
2,278991,11,240067,6,"2,03E-04","8,01E-03"
2,278991,11,242351,10,"1,73E-08","3,62E-06"
2,278991,11,287174,6,"2,03E-04","8,01E-03"
2,278991,11,311264,8,"2,34E-06","2,23E-04"
2,278991,11,334159,8,"7,14E-08","4,74E-05"
2,278991,11,345585,8,"2,34E-06","2,23E-04"
2,278991,11,349059,6,"2,03E-04","8,01E-03"
2,278991,11,363352,7,"2,32E-05","1,44E-03"
2,278991,11,366209,6,"2,03E-04","8,01E-03"
2,278991,11,369458,12,"4,01E-10","1,64E-07"
2,278991,11,381305,7,"2,32E-05","1,44E-03"
2,278991,11,387698,7,"2,32E-05","1,44E-03"
2,278991,11,391861,6,"1,56E-05","2,87E-03"
2,278991,11,405938,6,"2,03E-04","8,01E-03"
2,278991,11,408901,12,"4,01E-10","1,64E-07"
2,278991,11,411399,7,"2,32E-05","1,44E-03"
2,278991,11,416251,6,"2,03E-04","8,01E-03"
2,278991,11,421758,8,"2,34E-06","2,23E-04"
2,278991,11,423520,14,"3,17E-10","1,64E-07"
2,278991,11,425480,7,"2,32E-05","1,44E-03"
2,278991,11,428720,6,"2,03E-04","8,01E-03"
2,278991,11,432446,20,"3,17E-10","1,64E-07"
2,278991,11,438697,8,"2,34E-06","2,23E-04"
2,278991,11,441676,7,"1,12E-06","4,06E-04"
2,278991,11,443622,8,"2,34E-06","2,23E-04"
2,278991,11,445703,11,"1,56E-09","4,62E-07"
2,278991,11,448290,9,"2,10E-07","3,01E-05"
2,278991,11,451393,6,"2,03E-04","8,01E-03"
2,278991,11,461330,7,"2,32E-05","1,44E-03"
2,278991,11,470139,10,"1,73E-08","3,62E-06"
2,278991,11,474477,7,"1,12E-06","4,06E-04"
2,278991,11,477884,6,"2,03E-04","8,01E-03"
2,278991,11,481783,12,"4,01E-10","1,64E-07"
2,278991,11,506966,11,"1,56E-09","4,62E-07"
2,278991,11,513861,9,"2,10E-07","3,01E-05"
2,278991,11,516959,6,"2,03E-04","8,01E-03"
2,278991,11,521360,12,"4,01E-10","1,64E-07"
2,278991,11,527472,7,"2,32E-05","1,44E-03"
2,278991,11,541370,7,"2,32E-05","1,44E-03"
2,278991,11,573168,7,"2,32E-05","1,44E-03"
2,278991,11,583608,7,"2,32E-05","1,44E-03"
2,280734,11,423520,6,"2,03E-04","8,01E-03"
2,280734,11,425480,15,"3,17E-10","1,64E-07"
2,280734,11,477884,12,"4,01E-10","1,64E-07"
2,280734,11,481783,15,"3,17E-10","1,64E-07"
2,280734,11,541370,6,"2,03E-04","8,01E-03"
2,280734,11,635257,10,"1,73E-08","3,62E-06"
2,283653,11,152792,8,"7,14E-08","4,74E-05"
2,283653,11,345585,6,"2,03E-04","8,01E-03"
2,283653,11,363352,8,"2,34E-06","2,23E-04"
2,283653,11,372250,8,"2,34E-06","2,23E-04"
2,283653,11,381305,6,"2,03E-04","8,01E-03"
2,283653,11,408901,7,"2,32E-05","1,44E-03"
2,283653,11,411399,7,"2,32E-05","1,44E-03"
2,283653,11,423520,8,"2,34E-06","2,23E-04"
2,283653,11,425480,6,"2,03E-04","8,01E-03"
2,283653,11,443622,6,"2,03E-04","8,01E-03"
2,283653,11,461330,8,"2,34E-06","2,23E-04"
2,283653,11,470139,7,"2,32E-05","1,44E-03"
2,283653,11,477884,10,"1,73E-08","3,62E-06"
2,283653,11,481783,13,"3,22E-10","1,64E-07"
2,283653,11,502846,8,"2,34E-06","2,23E-04"
2,283653,11,536460,6,"2,03E-04","8,01E-03"
2,283653,11,541370,8,"2,34E-06","2,23E-04"
2,283653,11,578012,6,"2,03E-04","8,01E-03"
2,283653,11,647992,6,"2,03E-04","8,01E-03"
2,290117,11,26380,12,"4,01E-10","1,64E-07"
2,290117,11,41231,9,"2,10E-07","3,01E-05"
2,290117,11,80084,8,"2,34E-06","2,23E-04"
2,290117,11,200913,10,"1,73E-08","3,62E-06"
2,290117,11,228956,7,"2,32E-05","1,44E-03"
2,290117,11,240067,8,"2,34E-06","2,23E-04"
2,290117,11,248712,6,"2,03E-04","8,01E-03"
2,290117,11,255278,7,"2,32E-05","1,44E-03"
2,290117,11,257296,6,"2,03E-04","8,01E-03"
2,290117,11,261285,10,"1,73E-08","3,62E-06"
2,290117,11,287174,7,"2,32E-05","1,44E-03"
2,290117,11,289853,8,"2,34E-06","2,23E-04"
2,290117,11,299807,6,"2,03E-04","8,01E-03"
2,290117,11,311264,11,"1,56E-09","4,62E-07"
2,290117,11,319454,6,"1,56E-05","2,87E-03"
2,290117,11,334159,9,"2,10E-07","3,01E-05"
2,290117,11,342845,10,"1,73E-08","3,62E-06"
2,290117,11,345585,8,"2,34E-06","2,23E-04"
2,290117,11,349059,16,"3,17E-10","1,64E-07"
2,290117,11,359589,11,"1,56E-09","4,62E-07"
2,290117,11,366209,9,"2,10E-07","3,01E-05"
2,290117,11,369458,10,"1,73E-08","3,62E-06"
2,290117,11,374049,6,"2,03E-04","8,01E-03"
2,290117,11,381305,19,"3,17E-10","1,64E-07"
2,290117,11,408901,11,"1,56E-09","4,62E-07"
2,290117,11,411399,6,"2,03E-04","8,01E-03"
2,290117,11,416251,12,"4,01E-10","1,64E-07"
2,290117,11,419776,6,"2,03E-04","8,01E-03"
2,290117,11,421758,18,"3,17E-10","1,64E-07"
2,290117,11,423520,12,"4,01E-10","1,64E-07"
2,290117,11,425480,7,"2,32E-05","1,44E-03"
2,290117,11,432446,15,"3,17E-10","1,64E-07"
2,290117,11,436187,8,"2,34E-06","2,23E-04"
2,290117,11,440620,7,"2,32E-05","1,44E-03"
2,290117,11,441676,8,"2,34E-06","2,23E-04"
2,290117,11,443622,9,"2,10E-07","3,01E-05"
2,290117,11,445703,9,"2,10E-07","3,01E-05"
2,290117,11,448290,7,"2,32E-05","1,44E-03"
2,290117,11,451393,6,"2,03E-04","8,01E-03"
2,290117,11,461330,7,"2,32E-05","1,44E-03"
2,290117,11,470139,11,"1,56E-09","4,62E-07"
2,290117,11,474477,8,"7,14E-08","4,74E-05"
2,290117,11,476064,6,"2,03E-04","8,01E-03"
2,290117,11,477884,22,"3,17E-10","1,64E-07"
2,290117,11,481783,25,"3,17E-10","1,64E-07"
2,290117,11,485728,9,"2,10E-07","3,01E-05"
2,290117,11,488199,9,"2,10E-07","3,01E-05"
2,290117,11,498362,8,"2,34E-06","2,23E-04"
2,290117,11,502846,12,"4,01E-10","1,64E-07"
2,290117,11,506966,16,"3,17E-10","1,64E-07"
2,290117,11,513861,7,"2,32E-05","1,44E-03"
2,290117,11,516959,9,"2,10E-07","3,01E-05"
2,290117,11,523235,10,"1,73E-08","3,62E-06"
2,290117,11,536460,10,"1,73E-08","3,62E-06"
2,290117,11,539085,8,"7,14E-08","4,74E-05"
2,290117,11,541370,6,"2,03E-04","8,01E-03"
2,290117,11,550465,9,"2,10E-07","3,01E-05"
2,290117,11,578012,9,"2,10E-07","3,01E-05"
2,290117,11,580740,7,"2,32E-05","1,44E-03"
2,290117,11,588452,6,"2,03E-04","8,01E-03"
2,290117,11,597426,7,"2,32E-05","1,44E-03"
2,290117,11,635257,9,"2,10E-07","3,01E-05"
2,290117,11,647992,9,"2,10E-07","3,01E-05"
2,296818,11,481783,7,"1,12E-06","4,06E-04"
2,299478,11,369458,6,"1,56E-05","2,87E-03"
2,301976,11,345585,6,"2,03E-04","8,01E-03"
2,301976,11,411399,6,"2,03E-04","8,01E-03"
2,301976,11,423520,6,"2,03E-04","8,01E-03"
2,301976,11,541370,7,"2,32E-05","1,44E-03"
2,305529,11,228956,9,"2,10E-07","3,01E-05"
2,305529,11,248712,6,"2,03E-04","8,01E-03"
2,305529,11,342845,7,"2,32E-05","1,44E-03"
2,305529,11,345585,10,"1,73E-08","3,62E-06"
2,305529,11,405938,7,"2,32E-05","1,44E-03"
2,305529,11,411399,6,"1,56E-05","2,87E-03"
2,305529,11,421758,6,"2,03E-04","8,01E-03"
2,305529,11,423520,6,"2,03E-04","8,01E-03"
2,305529,11,425480,6,"2,03E-04","8,01E-03"
2,305529,11,477884,7,"2,32E-05","1,44E-03"
2,305529,11,481783,9,"2,10E-07","3,01E-05"
2,305529,11,523235,6,"2,03E-04","8,01E-03"
2,312591,11,248712,7,"2,32E-05","1,44E-03"
2,312591,11,257296,6,"2,03E-04","8,01E-03"
2,312591,11,334159,10,"1,73E-08","3,62E-06"
2,312591,11,381305,7,"2,32E-05","1,44E-03"
2,312591,11,432446,7,"2,32E-05","1,44E-03"
2,312591,11,513861,7,"2,32E-05","1,44E-03"
2,323620,11,185300,6,"1,56E-05","2,87E-03"
2,323620,11,212520,7,"1,12E-06","4,06E-04"
2,323620,11,381305,6,"2,03E-04","8,01E-03"
2,323620,11,441676,7,"1,12E-06","4,06E-04"
2,323620,11,536460,7,"2,32E-05","1,44E-03"
2,323620,11,539085,7,"1,12E-06","4,06E-04"
2,330210,11,354490,6,"1,56E-05","2,87E-03"
2,330210,11,481783,6,"1,56E-05","2,87E-03"
2,333277,11,108707,6,"2,03E-04","8,01E-03"
2,333277,11,169389,6,"1,56E-05","2,87E-03"
2,333277,11,334159,7,"2,32E-05","1,44E-03"
2,333277,11,411399,10,"1,03E-09","1,91E-06"
2,333277,11,477884,8,"2,34E-06","2,23E-04"
2,333277,11,481783,6,"2,03E-04","8,01E-03"
2,337328,11,41231,8,"2,34E-06","2,23E-04"
2,337328,11,80084,6,"2,03E-04","8,01E-03"
2,337328,11,224902,8,"2,34E-06","2,23E-04"
2,337328,11,228956,6,"2,03E-04","8,01E-03"
2,337328,11,280731,7,"2,32E-05","1,44E-03"
2,337328,11,287174,6,"2,03E-04","8,01E-03"
2,337328,11,289853,7,"2,32E-05","1,44E-03"
2,337328,11,317160,6,"2,03E-04","8,01E-03"
2,337328,11,334159,12,"4,01E-10","1,64E-07"
2,337328,11,342845,7,"2,32E-05","1,44E-03"
2,337328,11,372250,7,"2,32E-05","1,44E-03"
2,337328,11,381305,6,"2,03E-04","8,01E-03"
2,337328,11,387698,6,"2,03E-04","8,01E-03"
2,337328,11,476064,6,"2,03E-04","8,01E-03"
2,337328,11,477884,14,"3,17E-10","1,64E-07"
2,337328,11,498362,6,"2,03E-04","8,01E-03"
2,337328,11,506966,7,"2,32E-05","1,44E-03"
2,337328,11,527472,9,"2,10E-07","3,01E-05"
2,337328,11,532631,6,"2,03E-04","8,01E-03"
2,337328,11,539085,6,"1,56E-05","2,87E-03"
2,337328,11,541370,7,"2,32E-05","1,44E-03"
2,337328,11,573168,8,"2,34E-06","2,23E-04"
2,337328,11,578012,9,"2,10E-07","3,01E-05"
2,337328,11,580740,9,"2,10E-07","3,01E-05"
2,337328,11,629139,7,"2,32E-05","1,44E-03"
2,337328,11,640866,7,"2,32E-05","1,44E-03"
2,340549,11,140627,6,"2,03E-04","8,01E-03"
2,340549,11,174959,6,"1,56E-05","2,87E-03"
2,340549,11,195661,6,"2,03E-04","8,01E-03"
2,340549,11,228956,8,"2,34E-06","2,23E-04"
2,340549,11,280731,8,"2,34E-06","2,23E-04"
2,340549,11,363352,9,"2,10E-07","3,01E-05"
2,340549,11,381305,8,"2,34E-06","2,23E-04"
2,340549,11,387698,7,"2,32E-05","1,44E-03"
2,340549,11,411399,6,"2,03E-04","8,01E-03"
2,340549,11,421758,7,"2,32E-05","1,44E-03"
2,340549,11,477884,11,"1,56E-09","4,62E-07"
2,340549,11,488199,8,"2,34E-06","2,23E-04"
2,340549,11,536460,10,"1,73E-08","3,62E-06"
2,340549,11,541370,6,"2,03E-04","8,01E-03"
2,342342,11,235576,10,"1,73E-08","3,62E-06"
2,342342,11,287174,6,"2,03E-04","8,01E-03"
2,342342,11,322487,10,"1,73E-08","3,62E-06"
2,342342,11,334159,7,"2,32E-05","1,44E-03"
2,342342,11,366209,6,"2,03E-04","8,01E-03"
2,342342,11,477884,6,"2,03E-04","8,01E-03"
2,342342,11,580740,7,"2,32E-05","1,44E-03"
2,344212,11,41231,6,"2,03E-04","8,01E-03"
2,344212,11,127162,7,"1,12E-06","4,06E-04"
2,344212,11,242351,6,"1,56E-05","2,87E-03"
2,344212,11,261285,7,"1,12E-06","4,06E-04"
2,344212,11,320814,6,"2,03E-04","8,01E-03"
2,344212,11,359589,7,"2,32E-05","1,44E-03"
2,344212,11,381305,6,"1,56E-05","2,87E-03"
2,344212,11,423520,8,"2,34E-06","2,23E-04"
2,344212,11,432446,6,"1,56E-05","2,87E-03"
2,344212,11,513861,7,"1,12E-06","4,06E-04"
2,344212,11,578012,9,"4,80E-09","5,47E-06"
2,348939,11,57247,6,"2,03E-04","8,01E-03"
2,348939,11,200913,6,"2,03E-04","8,01E-03"
2,348939,11,240067,9,"2,10E-07","3,01E-05"
2,348939,11,248712,6,"2,03E-04","8,01E-03"
2,348939,11,325022,8,"2,34E-06","2,23E-04"
2,348939,11,374049,7,"2,32E-05","1,44E-03"
2,348939,11,423520,13,"3,22E-10","1,64E-07"
2,348939,11,477884,6,"2,03E-04","8,01E-03"
2,348939,11,517647,6,"2,03E-04","8,01E-03"
2,348939,11,578012,9,"2,10E-07","3,01E-05"
2,353543,11,171958,6,"1,56E-05","2,87E-03"
2,353543,11,197283,8,"2,34E-06","2,23E-04"
2,353543,11,200913,9,"2,10E-07","3,01E-05"
2,353543,11,222365,7,"2,32E-05","1,44E-03"
2,353543,11,235576,8,"2,34E-06","2,23E-04"
2,353543,11,334159,7,"2,32E-05","1,44E-03"
2,353543,11,421758,6,"2,03E-04","8,01E-03"
2,353543,11,423520,7,"2,32E-05","1,44E-03"
2,353543,11,425480,6,"2,03E-04","8,01E-03"
2,353543,11,428720,6,"2,03E-04","8,01E-03"
2,353543,11,477884,7,"2,32E-05","1,44E-03"
2,353543,11,523235,7,"2,32E-05","1,44E-03"
2,353543,11,536460,9,"2,10E-07","3,01E-05"
2,353543,11,541370,8,"2,34E-06","2,23E-04"
2,353543,11,607667,6,"2,03E-04","8,01E-03"
2,357000,11,57247,6,"2,03E-04","8,01E-03"
2,357000,11,174959,6,"2,03E-04","8,01E-03"
2,357000,11,228956,7,"2,32E-05","1,44E-03"
2,357000,11,289853,6,"1,56E-05","2,87E-03"
2,357000,11,381305,7,"2,32E-05","1,44E-03"
2,357000,11,476064,6,"2,03E-04","8,01E-03"
2,357000,11,485728,6,"2,03E-04","8,01E-03"
2,357000,11,523235,7,"2,32E-05","1,44E-03"
2,357000,11,539085,7,"1,12E-06","4,06E-04"
2,357000,11,547429,6,"2,03E-04","8,01E-03"
2,357000,11,588452,6,"1,56E-05","2,87E-03"
2,359367,11,108707,6,"2,03E-04","8,01E-03"
2,359367,11,114440,6,"2,03E-04","8,01E-03"
2,359367,11,169389,6,"2,03E-04","8,01E-03"
2,359367,11,248712,6,"2,03E-04","8,01E-03"
2,359367,11,255278,7,"1,12E-06","4,06E-04"
2,359367,11,261285,11,"1,56E-09","4,62E-07"
2,359367,11,289853,6,"2,03E-04","8,01E-03"
2,359367,11,334159,6,"1,56E-05","2,87E-03"
